date,open,high,low,close,volume
2026-06-10,23.55,23.7,23.45,23.6,7505500
2026-06-11,23.5,23.55,23.3,23.3,10177700
2026-06-12,23.55,23.55,23.2,23.2,13271400
2026-06-15,23.55,24.35,23.55,24.35,30695200
2026-06-16,24.25,24.35,24.1,24.2,14145800
2026-06-17,24.2,24.3,24.0,24.0,19039000
2026-06-18,24.05,24.15,23.65,23.65,18040500
2026-06-19,23.8,23.9,23.6,23.6,20055700
2026-06-22,23.7,23.85,23.6,23.6,10684400
2026-06-23,23.65,23.7,23.3,23.3,29071800
2026-06-24,23.4,23.6,23.3,23.5,12927300
2026-06-25,23.5,23.6,23.4,23.4,7659100
2026-06-26,23.4,23.5,23.35,23.5,15468600
2026-06-29,23.55,23.65,23.45,23.65,14158200
2026-06-30,23.7,23.7,23.25,23.3,30593200
2026-07-01,23.7,23.7,23.25,23.3,30593200
2026-07-02,23.5,23.65,23.35,23.4,13367500
2026-07-03,23.4,23.5,23.25,23.25,15935100
2026-07-06,23.4,23.6,23.0,23.1,21299300
2026-07-07,23.2,23.25,23.0,23.1,13839600
2026-07-08,23.15,23.4,23.05,23.2,12499500
2026-07-09,23.2,23.25,23.1,23.2,11643400
2026-07-10,23.2,23.25,22.95,22.95,11906800
2026-07-13,22.95,22.95,22.35,22.4,32309000
2026-07-14,22.3,22.5,22.0,22.5,22481900
2026-07-15,22.5,22.6,22.15,22.4,21464500
2026-07-16,22.3,22.4,21.8,22.2,22880600
2026-07-17,22.2,22.35,21.85,21.85,17006300
2026-07-20,21.75,21.75,20.5,20.6,53245200
2026-07-21,20.5,21.15,20.5,20.8,27198700
2026-07-22,20.9,21.05,20.5,20.7,43471900
2026-07-23,20.7,21.0,20.15,20.8,36967600
2026-07-24,20.7,21.0,20.6,20.8,17632000
2026-07-27,20.9,21.0,20.3,20.35,18166800
2026-07-28,20.15,21.0,20.1,21.0,29151700
2026-07-29,21.05,21.65,20.9,21.65,36250000
2026-07-30,21.65,22.05,21.5,21.8,29968000
2026-07-31,21.8,21.85,21.4,21.7,24111500
2026-08-03,21.7,22.65,21.65,22.55,44448000
2026-08-04,22.55,22.6,22.1,22.15,22694000
2026-08-05,22.35,22.6,21.95,22.0,27963700
2026-08-06,22.25,22.3,21.85,21.85,14369400
2026-08-07,21.9,22.3,21.75,22.0,13018100
2026-08-10,22.25,22.3,21.95,22.1,16732700
2026-08-11,22.2,22.25,22.05,22.05,13694600
2026-08-12,22.0,22.35,21.95,22.1,15925100
2026-08-13,22.2,22.25,21.7,21.7,25702700
2026-08-14,21.7,21.8,21.2,21.25,27443600
